Policy Number,Policy Effective Date,Policy Expiration Date,Agency ID,Underwriting Company ID,Cancel Date
1000527,8/12/2013,8/12/2014,20,5,NULL
1000572,11/26/2013,11/26/2014,17,1,NULL
1000576,4/3/2014,4/3/2015,8,3,NULL
1000690,6/27/2013,6/27/2014,8,2,NULL
1000877,9/1/2013,9/1/2014,12,2,NULL
1000976,4/19/2014,4/19/2015,19,3,NULL
1001246,2/23/2014,2/23/2015,20,2,NULL
1001343,5/5/2013,5/5/2014,11,7,NULL
1001389,1/8/2014,1/8/2015,3,6,NULL
1001392,9/14/2013,9/14/2014,1,4,NULL
1001488,11/23/2013,11/23/2014,3,2,NULL
1001574,5/7/2013,5/7/2014,3,6,NULL
1001636,3/1/2014,3/1/2015,13,4,NULL
1001944,10/1/2013,10/1/2014,17,5,NULL
1001975,4/4/2014,4/4/2015,9,6,NULL
1002005,6/22/2013,6/22/2014,16,4,4/28/2014
1002021,5/23/2013,5/23/2014,1,4,NULL
1002192,1/18/2014,1/18/2015,6,6,NULL
1002427,12/8/2013,12/8/2014,16,1,7/15/2014
1002434,2/19/2014,2/19/2015,4,3,NULL
1002534,4/3/2014,4/3/2015,20,2,NULL
1002621,9/30/2013,9/30/2014,2,6,NULL
1002731,8/21/2013,8/21/2014,7,3,NULL
1003087,5/31/2013,5/31/2014,8,3,NULL
1003369,2/17/2014,2/17/2015,1,5,NULL
1003370,10/1/2013,10/1/2014,6,2,NULL
1003422,7/1/2013,7/1/2014,5,1,5/19/2014
1003446,2/3/2014,2/3/2015,8,1,NULL
1003463,8/22/2013,8/22/2014,15,7,NULL
1003507,8/24/2013,8/24/2014,6,4,NULL
1003655,4/6/2014,4/6/2015,1,1,NULL
1003667,2/10/2014,2/10/2015,1,6,NULL
1003782,10/5/2013,10/5/2014,20,4,NULL
1003890,6/9/2013,6/9/2014,20,6,NULL
1003892,11/2/2013,11/2/2014,11,7,NULL
1004010,9/12/2013,9/12/2014,9,7,NULL
1004053,8/5/2013,8/5/2014,7,6,NULL
1004075,12/13/2013,12/13/2014,15,2,NULL
1004199,12/6/2013,12/6/2014,20,2,NULL
1004307,6/8/2013,6/8/2014,3,6,7/20/2014
1004448,5/20/2013,5/20/2014,7,1,NULL
1004545,4/11/2014,4/11/2015,7,3,NULL
1004712,5/14/2013,5/14/2014,14,6,NULL
1004767,3/27/2014,3/27/2015,16,7,NULL
1004918,9/18/2013,9/18/2014,1,2,NULL
1004968,3/13/2014,3/13/2015,15,7,NULL
1005299,11/29/2013,11/29/2014,9,2,NULL
1005325,7/14/2013,7/14/2014,6,4,NULL
1005352,4/23/2014,4/23/2015,11,7,NULL
1005541,2/25/2014,2/25/2015,13,4,NULL
1005741,8/28/2013,8/28/2014,5,7,7/9/2014
1005760,2/14/2014,2/14/2015,7,1,6/14/2014
1005775,5/16/2013,5/16/2014,18,5,NULL
1005944,1/30/2014,1/30/2015,9,5,NULL
1005963,10/1/2013,10/1/2014,7,1,NULL
1005978,3/26/2014,3/26/2015,5,4,NULL
1006036,8/3/2013,8/3/2014,6,1,4/30/2014
1006176,2/24/2014,2/24/2015,16,7,NULL
1006253,5/28/2013,5/28/2014,8,5,NULL
1006278,7/27/2013,7/27/2014,20,3,NULL
1006286,5/19/2013,5/19/2014,20,1,NULL
1006351,11/22/2013,11/22/2014,15,4,NULL
1006717,7/14/2013,7/14/2014,17,7,NULL
1006725,12/19/2013,12/19/2014,12,7,NULL
1006831,6/28/2013,6/28/2014,20,4,NULL
1006995,7/19/2013,7/19/2014,5,6,NULL
1007151,3/18/2014,3/18/2015,9,5,NULL
1007175,7/2/2013,7/2/2014,7,6,NULL
1007259,2/27/2014,2/27/2015,19,7,NULL
1007489,2/16/2014,2/16/2015,10,3,NULL
1007517,1/14/2014,1/14/2015,8,1,NULL
1007767,2/23/2014,2/23/2015,12,5,NULL
1007785,8/30/2013,8/30/2014,4,1,NULL
1008044,8/21/2013,8/21/2014,18,7,NULL
1008123,3/27/2014,3/27/2015,7,5,NULL
1008127,7/16/2013,7/16/2014,17,6,NULL
1008205,1/23/2014,1/23/2015,4,2,NULL
1008256,1/14/2014,1/14/2015,6,4,NULL
1008363,12/11/2013,12/11/2014,4,5,NULL
1008386,7/13/2013,7/13/2014,6,3,NULL
1008406,8/19/2013,8/19/2014,19,6,NULL
1008424,6/3/2013,6/3/2014,2,6,4/15/2014
1008477,6/14/2013,6/14/2014,3,7,NULL
1008645,7/5/2013,7/5/2014,17,7,NULL
1008677,10/28/2013,10/28/2014,15,3,NULL
1008716,3/11/2014,3/11/2015,17,5,NULL
1008772,8/7/2013,8/7/2014,16,6,NULL
1008836,10/2/2013,10/2/2014,19,2,NULL
1009160,4/1/2014,4/1/2015,1,3,NULL
1009246,6/24/2013,6/24/2014,17,7,NULL
1009250,6/17/2013,6/17/2014,9,6,NULL
1009286,3/5/2014,3/5/2015,19,5,NULL
1009328,6/28/2013,6/28/2014,19,5,NULL
1009365,12/25/2013,12/25/2014,11,3,NULL
1009659,8/4/2013,8/4/2014,19,6,NULL
1009812,3/21/2014,3/21/2015,18,1,NULL
1009943,8/24/2013,8/24/2014,6,4,NULL
1010014,2/2/2014,2/2/2015,4,3,NULL
1010116,12/19/2013,12/19/2014,19,5,NULL
1010223,9/3/2013,9/3/2014,16,6,NULL
1010328,10/30/2013,10/30/2014,16,7,NULL
1010352,9/10/2013,9/10/2014,9,6,NULL
1010449,9/5/2013,9/5/2014,6,4,NULL
1010490,8/7/2013,8/7/2014,6,3,NULL
1010571,11/23/2013,11/23/2014,20,6,NULL
1010621,10/20/2013,10/20/2014,4,4,NULL
1010699,11/14/2013,11/14/2014,3,5,NULL
1011004,12/10/2013,12/10/2014,15,3,NULL
1011007,8/14/2013,8/14/2014,6,2,NULL
1011009,1/10/2014,1/10/2015,20,6,NULL
1011077,3/21/2014,3/21/2015,8,4,4/19/2014
1011140,9/8/2013,9/8/2014,2,4,NULL
1011280,12/9/2013,12/9/2014,10,5,NULL
1011305,12/13/2013,12/13/2014,1,3,NULL
1011355,2/14/2014,2/14/2015,13,2,NULL
1011358,3/16/2014,3/16/2015,13,2,NULL
1011373,6/17/2013,6/17/2014,5,4,6/22/2014
1011476,6/10/2013,6/10/2014,10,1,NULL
1011505,8/28/2013,8/28/2014,12,4,NULL
1011877,3/26/2014,3/26/2015,13,5,NULL
1011997,10/21/2013,10/21/2014,10,6,NULL
1012011,1/23/2014,1/23/2015,3,6,NULL
1012216,6/2/2013,6/2/2014,12,1,NULL
1012321,12/16/2013,12/16/2014,17,1,4/28/2014
1012380,9/12/2013,9/12/2014,14,6,NULL
1012491,6/29/2013,6/29/2014,10,2,NULL
1012512,8/11/2013,8/11/2014,11,1,NULL
1012595,2/3/2014,2/3/2015,20,7,NULL
1012673,4/19/2014,4/19/2015,1,4,NULL
1012776,6/27/2013,6/27/2014,18,3,NULL
1012808,5/10/2013,5/10/2014,1,5,NULL
1012854,2/19/2014,2/19/2015,1,5,NULL
1012969,11/21/2013,11/21/2014,12,6,NULL
1013037,5/5/2013,5/5/2014,12,1,NULL
1013061,12/20/2013,12/20/2014,15,4,NULL
1013153,3/6/2014,3/6/2015,5,1,NULL
1013397,6/1/2013,6/1/2014,6,6,NULL
1013424,2/25/2014,2/25/2015,1,5,NULL
1013457,12/17/2013,12/17/2014,20,1,NULL
1013557,12/26/2013,12/26/2014,10,7,NULL
1013633,7/29/2013,7/29/2014,2,3,NULL
1013653,3/10/2014,3/10/2015,20,3,NULL
1013662,11/9/2013,11/9/2014,2,4,NULL
1013904,7/20/2013,7/20/2014,10,3,NULL
1014062,9/6/2013,9/6/2014,17,2,NULL
1014464,8/31/2013,8/31/2014,2,4,NULL
1014482,2/7/2014,2/7/2015,3,5,5/18/2014
1014541,7/3/2013,7/3/2014,19,5,NULL
1014569,8/5/2013,8/5/2014,19,5,NULL
1014611,7/10/2013,7/10/2014,2,4,NULL
1014697,1/23/2014,1/23/2015,14,2,NULL
1015013,5/16/2013,5/16/2014,19,7,NULL
1015081,9/12/2013,9/12/2014,11,2,NULL
1015190,6/22/2013,6/22/2014,2,4,NULL
1015193,12/18/2013,12/18/2014,6,6,NULL
1015223,8/20/2013,8/20/2014,18,5,NULL
1015404,6/9/2013,6/9/2014,2,1,NULL
1015530,12/20/2013,12/20/2014,2,1,NULL
1015792,1/10/2014,1/10/2015,8,6,NULL
1016062,4/5/2014,4/5/2015,9,2,6/3/2014
1016065,8/29/2013,8/29/2014,7,3,NULL
1016108,9/3/2013,9/3/2014,8,7,6/16/2014
1016116,12/25/2013,12/25/2014,18,7,NULL
1016246,5/15/2013,5/15/2014,14,4,NULL
1016420,6/24/2013,6/24/2014,1,7,NULL
1016435,4/10/2014,4/10/2015,7,4,NULL
1016491,4/26/2014,4/26/2015,5,3,NULL
1016513,1/30/2014,1/30/2015,8,7,NULL
1016830,1/10/2014,1/10/2015,9,5,NULL
1016908,11/10/2013,11/10/2014,2,1,NULL
1017061,8/18/2013,8/18/2014,16,3,NULL
1017151,6/13/2013,6/13/2014,14,6,5/21/2014
1017330,11/3/2013,11/3/2014,19,3,NULL
1017609,11/14/2013,11/14/2014,8,1,NULL
1017683,5/18/2013,5/18/2014,14,3,NULL
1017692,7/19/2013,7/19/2014,9,5,NULL
1017700,5/17/2013,5/17/2014,3,2,NULL
1017821,2/11/2014,2/11/2015,4,3,NULL
1017881,4/26/2014,4/26/2015,14,1,NULL
1017898,2/3/2014,2/3/2015,17,2,NULL
1017981,6/21/2013,6/21/2014,6,5,NULL
1018091,9/4/2013,9/4/2014,15,4,NULL
1018133,12/26/2013,12/26/2014,9,7,NULL
1018182,4/11/2014,4/11/2015,10,7,NULL
1018206,1/21/2014,1/21/2015,11,5,NULL
1018249,2/27/2014,2/27/2015,8,2,NULL
1018422,8/23/2013,8/23/2014,16,7,NULL
1018483,3/19/2014,3/19/2015,10,5,NULL
1018515,1/7/2014,1/7/2015,11,6,NULL
1018586,5/27/2013,5/27/2014,14,6,NULL
1019177,12/26/2013,12/26/2014,16,6,NULL
1019281,4/4/2014,4/4/2015,6,5,NULL
1019411,2/22/2014,2/22/2015,16,1,NULL
1019525,4/11/2014,4/11/2015,5,3,NULL
1019527,4/14/2014,4/14/2015,3,6,NULL
1019614,4/2/2014,4/2/2015,1,4,NULL
1019716,11/18/2013,11/18/2014,6,3,NULL
1019752,10/9/2013,10/9/2014,15,3,NULL
1019820,4/12/2014,4/12/2015,14,6,NULL
1019839,9/8/2013,9/8/2014,14,6,7/26/2014
1019876,3/21/2014,3/21/2015,4,5,NULL
1019884,1/31/2014,1/31/2015,19,6,NULL
1019936,11/18/2013,11/18/2014,13,4,NULL
1020055,3/7/2014,3/7/2015,1,2,6/15/2014
1020065,9/10/2013,9/10/2014,12,2,NULL
1020198,12/1/2013,12/1/2014,13,2,NULL
1020265,6/19/2013,6/19/2014,1,2,NULL
1020555,7/28/2013,7/28/2014,18,7,NULL
1020706,11/2/2013,11/2/2014,20,6,NULL
1020953,9/30/2013,9/30/2014,13,2,NULL
1021054,10/13/2013,10/13/2014,4,4,NULL
1021123,11/26/2013,11/26/2014,11,1,NULL
1021463,7/9/2013,7/9/2014,7,3,NULL
1021511,9/24/2013,9/24/2014,8,1,NULL
1021564,12/29/2013,12/29/2014,10,3,NULL
1021696,8/15/2013,8/15/2014,2,1,NULL
1021833,11/4/2013,11/4/2014,19,6,NULL
1021885,6/19/2013,6/19/2014,14,3,NULL
1021909,4/16/2014,4/16/2015,4,4,NULL
1021917,8/3/2013,8/3/2014,7,7,NULL
1021984,1/4/2014,1/4/2015,11,3,NULL
1022078,9/17/2013,9/17/2014,10,2,NULL
1022204,9/21/2013,9/21/2014,4,6,NULL
1022234,3/18/2014,3/18/2015,15,7,NULL
1022253,4/16/2014,4/16/2015,3,4,NULL
1022273,8/17/2013,8/17/2014,12,4,NULL
1022345,7/3/2013,7/3/2014,19,6,NULL
1022371,6/30/2013,6/30/2014,6,5,NULL
1022397,8/30/2013,8/30/2014,5,7,NULL
1022503,1/11/2014,1/11/2015,20,6,NULL
1022570,12/17/2013,12/17/2014,1,2,NULL
1022602,5/18/2013,5/18/2014,10,5,NULL
1022782,6/8/2013,6/8/2014,1,1,NULL
1022803,1/24/2014,1/24/2015,9,3,NULL
1022816,3/29/2014,3/29/2015,6,5,NULL
1022835,8/15/2013,8/15/2014,2,7,NULL
1022896,9/30/2013,9/30/2014,3,4,NULL
1022947,12/13/2013,12/13/2014,16,3,NULL
1023042,12/12/2013,12/12/2014,11,6,7/9/2014
1023093,3/26/2014,3/26/2015,5,3,NULL
1023484,3/24/2014,3/24/2015,8,2,NULL
1023526,4/26/2014,4/26/2015,11,7,NULL
1023529,12/11/2013,12/11/2014,11,5,NULL
1023563,2/26/2014,2/26/2015,12,1,NULL
1023829,11/11/2013,11/11/2014,3,5,NULL
1023870,10/9/2013,10/9/2014,15,3,NULL
1023878,1/25/2014,1/25/2015,15,4,NULL
1023932,10/27/2013,10/27/2014,4,4,NULL
1023975,11/21/2013,11/21/2014,14,7,NULL
1023999,7/23/2013,7/23/2014,5,3,7/24/2014
1024268,7/30/2013,7/30/2014,20,7,NULL
1024320,3/5/2014,3/5/2015,7,5,6/30/2014
1024453,1/1/2014,1/1/2015,13,5,NULL
1024595,11/22/2013,11/22/2014,12,5,NULL
1024691,11/18/2013,11/18/2014,19,7,NULL
1024702,8/24/2013,8/24/2014,17,5,7/6/2014
1024749,10/30/2013,10/30/2014,20,5,NULL
1024934,3/1/2014,3/1/2015,13,4,NULL
1024946,7/15/2013,7/15/2014,13,3,NULL
1025036,9/23/2013,9/23/2014,3,5,NULL
1025197,11/27/2013,11/27/2014,18,6,NULL
1025354,4/28/2014,4/28/2015,18,4,NULL
1025418,6/28/2013,6/28/2014,1,6,7/27/2014
1025451,4/21/2014,4/21/2015,10,1,NULL
1025460,2/24/2014,2/24/2015,20,5,NULL
1025468,12/20/2013,12/20/2014,13,4,NULL
1025544,9/7/2013,9/7/2014,9,6,NULL
1025608,8/26/2013,8/26/2014,11,4,NULL
1025703,12/12/2013,12/12/2014,18,1,NULL
1025798,3/4/2014,3/4/2015,1,7,NULL
1025845,9/26/2013,9/26/2014,3,2,NULL
1025949,4/14/2014,4/14/2015,7,4,NULL
1026074,8/15/2013,8/15/2014,7,1,NULL
1026230,1/3/2014,1/3/2015,5,5,NULL
1026289,7/14/2013,7/14/2014,19,2,NULL
1026310,6/24/2013,6/24/2014,12,7,NULL
1026346,6/7/2013,6/7/2014,6,5,NULL
1026389,4/21/2014,4/21/2015,14,2,NULL
1026552,10/27/2013,10/27/2014,12,4,NULL
1026690,8/11/2013,8/11/2014,13,4,NULL
1026729,11/11/2013,11/11/2014,15,2,NULL
1026817,3/17/2014,3/17/2015,17,4,NULL
1026910,6/24/2013,6/24/2014,14,6,NULL
1026959,12/16/2013,12/16/2014,14,3,NULL
1026968,6/13/2013,6/13/2014,1,5,NULL
1027230,5/17/2013,5/17/2014,20,5,NULL
1027376,8/19/2013,8/19/2014,16,5,NULL
1027831,11/4/2013,11/4/2014,2,1,5/3/2014
1028018,1/29/2014,1/29/2015,11,3,NULL
1028028,1/31/2014,1/31/2015,8,6,NULL
1028093,5/10/2013,5/10/2014,4,6,7/1/2014
1028100,6/19/2013,6/19/2014,3,6,NULL
1028183,11/2/2013,11/2/2014,19,2,NULL
1028220,1/29/2014,1/29/2015,1,3,NULL
1028291,5/14/2013,5/14/2014,3,1,NULL
1028327,3/10/2014,3/10/2015,12,7,NULL
1028376,12/18/2013,12/18/2014,10,7,NULL
1028377,10/10/2013,10/10/2014,1,5,NULL
1028589,6/1/2013,6/1/2014,5,7,5/26/2014
1028879,9/4/2013,9/4/2014,14,6,NULL
1029021,3/14/2014,3/14/2015,7,2,NULL
1029056,7/27/2013,7/27/2014,20,3,NULL
1029165,8/19/2013,8/19/2014,11,1,NULL
1029235,1/29/2014,1/29/2015,3,2,NULL
1029326,4/30/2014,4/30/2015,7,1,5/13/2014
1029372,2/9/2014,2/9/2015,20,4,NULL
1029453,8/18/2013,8/18/2014,9,6,NULL
1029669,4/16/2014,4/16/2015,11,1,NULL
1029695,5/12/2013,5/12/2014,19,2,NULL
1029812,10/9/2013,10/9/2014,1,2,NULL
1029923,9/21/2013,9/21/2014,16,2,5/18/2014
1000285,2/1/2014,2/1/2015,14,2,NULL
1001508,2/12/2014,2/12/2015,18,4,NULL
1003073,5/15/2013,5/15/2014,11,5,NULL
1010906,7/20/2013,7/20/2014,20,4,NULL
1011625,9/5/2013,9/5/2014,13,1,NULL
1012046,4/19/2013,4/19/2014,1,1,NULL
1013042,3/27/2014,3/27/2015,8,2,NULL
1014984,2/11/2014,2/11/2015,18,7,NULL
1023360,5/26/2013,5/26/2014,20,5,NULL
1026461,9/7/2013,9/7/2014,16,1,NULL
1026666,6/25/2013,6/25/2014,6,2,3/23/2014
1026957,5/30/2013,5/30/2014,8,1,5/12/2014
1000594,5/5/2013,5/5/2014,10,5,NULL
1000662,12/19/2013,12/19/2014,7,4,NULL
1000676,10/14/2013,10/14/2014,14,7,NULL
1000716,8/26/2013,8/26/2014,4,5,7/2/2014
1000828,4/29/2013,4/29/2014,16,5,6/30/2014
1001567,1/10/2014,1/10/2015,12,2,NULL
1001795,4/11/2013,4/11/2014,8,4,NULL
1002099,12/1/2013,12/1/2014,3,7,NULL
1002256,3/17/2014,3/17/2015,7,1,NULL
1002817,10/1/2013,10/1/2014,7,6,NULL
1003214,6/29/2013,6/29/2014,16,7,4/24/2014
1003301,6/12/2013,6/12/2014,8,1,NULL
1003382,11/4/2013,11/4/2014,18,2,NULL
1003498,4/6/2013,4/6/2014,9,7,5/14/2014
1004336,5/27/2013,5/27/2014,18,3,NULL
1004404,10/6/2013,10/6/2014,14,6,NULL
1004846,4/14/2013,4/14/2014,11,6,NULL
1005041,7/1/2013,7/1/2014,9,7,NULL
1005326,8/25/2013,8/25/2014,17,5,NULL
1006423,4/29/2013,4/29/2014,14,2,NULL
1006755,1/3/2014,1/3/2015,1,5,NULL
1007644,4/27/2013,4/27/2014,19,2,NULL
1007847,8/30/2013,8/30/2014,2,3,NULL
1008116,2/2/2014,2/2/2015,8,6,NULL
1008307,6/12/2013,6/12/2014,15,4,NULL
1008888,10/2/2013,10/2/2014,1,6,NULL
1010373,1/4/2014,1/4/2015,8,3,NULL
1010675,10/15/2013,10/15/2014,9,4,NULL
1011334,5/8/2013,5/8/2014,9,3,NULL
1011823,5/25/2013,5/25/2014,20,6,NULL
1012029,6/12/2013,6/12/2014,4,5,NULL
1012559,12/31/2013,12/31/2014,11,2,NULL
1014261,7/17/2013,7/17/2014,16,2,NULL
1014294,5/16/2013,5/16/2014,16,2,NULL
1014392,10/2/2013,10/2/2014,7,6,NULL
1014969,2/23/2014,2/23/2015,9,4,5/23/2014
1015095,3/16/2014,3/16/2015,10,3,6/30/2014
1015197,5/29/2013,5/29/2014,12,2,NULL
1015283,1/8/2014,1/8/2015,14,3,NULL
1015860,8/16/2013,8/16/2014,12,2,NULL
1015879,11/20/2013,11/20/2014,20,4,NULL
1016474,5/24/2013,5/24/2014,7,5,NULL
1016737,2/6/2014,2/6/2015,4,6,NULL
1016850,2/27/2014,2/27/2015,15,2,NULL
1016862,5/19/2013,5/19/2014,11,5,NULL
1016920,8/3/2013,8/3/2014,8,4,NULL
1017040,6/4/2013,6/4/2014,16,1,NULL
1017075,5/12/2013,5/12/2014,1,2,NULL
1017185,5/25/2013,5/25/2014,16,7,NULL
1017197,1/18/2014,1/18/2015,5,7,NULL
1017271,6/12/2013,6/12/2014,18,1,6/6/2014
1017426,9/4/2013,9/4/2014,5,5,NULL
1017677,4/5/2013,4/5/2014,2,5,NULL
1017957,9/21/2013,9/21/2014,11,5,NULL
1018163,7/1/2013,7/1/2014,12,7,NULL
1018337,11/15/2013,11/15/2014,20,4,NULL
1019565,9/8/2013,9/8/2014,15,1,NULL
1020482,8/23/2013,8/23/2014,4,1,NULL
1020650,12/27/2013,12/27/2014,14,5,NULL
1021340,5/15/2013,5/15/2014,10,1,NULL
1021352,5/29/2013,5/29/2014,17,2,NULL
1021433,4/10/2013,4/10/2014,20,4,NULL
1021764,3/12/2014,3/12/2015,20,4,NULL
1022064,9/12/2013,9/12/2014,7,2,NULL
1022656,8/11/2013,8/11/2014,19,7,3/18/2014
1023768,7/24/2013,7/24/2014,17,1,NULL
1023972,6/22/2013,6/22/2014,15,5,NULL
1024609,12/18/2013,12/18/2014,11,7,NULL
1025589,10/21/2013,10/21/2014,4,6,5/30/2014
1025966,6/26/2013,6/26/2014,1,6,NULL
1026085,6/17/2013,6/17/2014,4,4,NULL
1026261,2/20/2014,2/20/2015,3,6,NULL
1026680,4/23/2013,4/23/2014,16,6,NULL
1026851,1/9/2014,1/9/2015,5,4,NULL
1026860,9/25/2013,9/25/2014,19,4,NULL
1027280,10/1/2013,10/1/2014,17,7,NULL
1028390,3/27/2014,3/27/2015,17,3,NULL
1028460,4/27/2013,4/27/2014,5,1,NULL
1028581,11/21/2013,11/21/2014,11,4,NULL
1000020,1/17/2014,1/17/2015,19,5,NULL
1000055,2/2/2014,2/2/2015,17,4,NULL
1000081,5/17/2013,5/17/2014,6,6,NULL
1000142,9/17/2013,9/17/2014,9,1,NULL
1000228,5/25/2013,5/25/2014,17,5,4/20/2014
1000292,11/10/2013,11/10/2014,10,4,NULL
1000415,4/16/2013,4/16/2014,15,7,NULL
1000670,4/18/2013,4/18/2014,13,7,NULL
1001027,7/30/2013,7/30/2014,2,7,3/25/2014
1001048,3/1/2014,3/1/2015,9,7,NULL
1001081,8/21/2013,8/21/2014,4,2,NULL
1001100,8/11/2013,8/11/2014,11,5,NULL
1001235,2/7/2014,2/7/2015,16,3,NULL
1001279,4/12/2013,4/12/2014,1,5,NULL
1001289,12/24/2013,12/24/2014,2,1,NULL
1001349,10/1/2013,10/1/2014,6,2,NULL
1001396,8/21/2013,8/21/2014,3,6,NULL
1001403,2/8/2014,2/8/2015,12,5,NULL
1001462,2/13/2014,2/13/2015,12,4,NULL
1001530,6/7/2013,6/7/2014,1,4,NULL
1001617,4/17/2013,4/17/2014,15,2,NULL
1002019,4/21/2013,4/21/2014,7,5,NULL
1002023,7/21/2013,7/21/2014,14,3,6/12/2014
1002042,8/10/2013,8/10/2014,15,2,NULL
1002168,3/1/2014,3/1/2015,19,6,NULL
1002336,7/4/2013,7/4/2014,19,1,NULL
1002355,10/28/2013,10/28/2014,13,3,NULL
1002378,8/13/2013,8/13/2014,20,4,NULL
1002442,1/16/2014,1/16/2015,7,6,NULL
1002474,8/2/2013,8/2/2014,12,7,NULL
1002558,10/20/2013,10/20/2014,20,1,5/8/2014
1002657,6/29/2013,6/29/2014,19,5,NULL
1002717,1/6/2014,1/6/2015,3,2,6/12/2014
1002726,4/11/2013,4/11/2014,3,3,NULL
1002805,3/8/2014,3/8/2015,12,1,NULL
1002821,8/19/2013,8/19/2014,13,6,4/29/2014
1002984,8/3/2013,8/3/2014,16,5,NULL
1003708,3/24/2014,3/24/2015,18,1,NULL
1003785,2/1/2014,2/1/2015,6,5,NULL
1003835,12/8/2013,12/8/2014,19,7,NULL
1003850,11/29/2013,11/29/2014,3,5,NULL
1003887,12/26/2013,12/26/2014,16,1,NULL
1003903,1/10/2014,1/10/2015,8,2,NULL
1004212,4/7/2013,4/7/2014,4,1,NULL
1004257,6/12/2013,6/12/2014,20,3,NULL
1004266,7/27/2013,7/27/2014,5,4,NULL
1004341,12/31/2013,12/31/2014,11,5,NULL
1004371,11/18/2013,11/18/2014,19,3,NULL
1004389,8/28/2013,8/28/2014,19,1,NULL
1004556,3/27/2014,3/27/2015,15,1,NULL
1004572,1/9/2014,1/9/2015,9,2,3/30/2014
1004789,1/31/2014,1/31/2015,13,3,NULL
1004898,8/15/2013,8/15/2014,6,3,NULL
1004900,2/20/2014,2/20/2015,5,3,NULL
1004942,9/9/2013,9/9/2014,7,5,3/28/2014
1004994,6/9/2013,6/9/2014,16,2,NULL
1005068,10/12/2013,10/12/2014,5,3,NULL
1005072,10/11/2013,10/11/2014,13,2,NULL
1005108,3/23/2014,3/23/2015,9,5,NULL
1005286,2/14/2014,2/14/2015,7,7,NULL
1005287,9/1/2013,9/1/2014,7,1,NULL
1005305,6/18/2013,6/18/2014,2,7,NULL
1005399,10/22/2013,10/22/2014,15,7,5/18/2014
1005466,5/21/2013,5/21/2014,8,1,NULL
1005476,12/14/2013,12/14/2014,18,3,NULL
1005481,2/15/2014,2/15/2015,11,7,7/2/2014
1005516,5/31/2013,5/31/2014,4,7,NULL
1005629,12/22/2013,12/22/2014,6,6,NULL
1005653,9/9/2013,9/9/2014,13,4,NULL
1005709,6/4/2013,6/4/2014,15,6,NULL
1005719,10/17/2013,10/17/2014,19,6,NULL
1005771,9/22/2013,9/22/2014,9,4,NULL
1005848,1/19/2014,1/19/2015,19,7,NULL
1005881,11/1/2013,11/1/2014,2,3,NULL
1005968,5/8/2013,5/8/2014,16,3,NULL
1006058,10/10/2013,10/10/2014,13,6,NULL
1006105,10/22/2013,10/22/2014,14,1,NULL
1006153,6/18/2013,6/18/2014,9,5,NULL
1006170,2/4/2014,2/4/2015,13,5,NULL
1006496,2/11/2014,2/11/2015,15,6,NULL
1006551,9/13/2013,9/13/2014,7,5,NULL
1006575,12/27/2013,12/27/2014,4,3,NULL
1006604,4/28/2013,4/28/2014,14,4,NULL
1006770,1/25/2014,1/25/2015,4,7,NULL
1006805,1/7/2014,1/7/2015,8,6,NULL
1006830,7/17/2013,7/17/2014,10,3,NULL
1006864,2/12/2014,2/12/2015,5,7,NULL
1006872,1/7/2014,1/7/2015,19,3,NULL
1007041,8/10/2013,8/10/2014,14,1,NULL
1007123,10/23/2013,10/23/2014,13,1,NULL
1007568,5/19/2013,5/19/2014,5,2,NULL
1007620,5/14/2013,5/14/2014,4,1,NULL
1007623,4/6/2013,4/6/2014,11,6,NULL
1007884,1/4/2014,1/4/2015,3,6,NULL
1008141,5/29/2013,5/29/2014,19,3,NULL
1008171,10/2/2013,10/2/2014,4,6,NULL
1008221,10/24/2013,10/24/2014,16,5,NULL
1008384,1/2/2014,1/2/2015,15,7,5/23/2014
1008535,9/12/2013,9/12/2014,15,7,NULL
1008558,12/8/2013,12/8/2014,4,4,NULL
1008596,4/28/2013,4/28/2014,15,2,NULL
1008599,10/1/2013,10/1/2014,17,3,NULL
1008852,5/12/2013,5/12/2014,10,1,NULL
1008901,12/28/2013,12/28/2014,4,2,6/20/2014
1008944,12/28/2013,12/28/2014,19,3,NULL
1009035,1/16/2014,1/16/2015,10,7,NULL
1009110,7/19/2013,7/19/2014,7,1,NULL
1009156,5/6/2013,5/6/2014,15,7,NULL
1009239,12/2/2013,12/2/2014,19,7,NULL
1009337,7/8/2013,7/8/2014,8,1,NULL
1009362,8/11/2013,8/11/2014,6,2,NULL
1009462,12/29/2013,12/29/2014,15,7,NULL
1009585,1/1/2014,1/1/2015,8,2,NULL
1009633,7/4/2013,7/4/2014,2,5,NULL
1010077,10/30/2013,10/30/2014,12,6,NULL
1010098,10/16/2013,10/16/2014,12,5,4/29/2014
1010242,5/9/2013,5/9/2014,8,6,NULL
1010349,2/21/2014,2/21/2015,16,4,NULL
1010361,6/30/2013,6/30/2014,4,1,NULL
1010439,9/29/2013,9/29/2014,2,4,NULL
1010550,7/3/2013,7/3/2014,17,4,NULL
1010564,1/21/2014,1/21/2015,11,6,NULL
1010667,7/16/2013,7/16/2014,20,3,NULL
1010704,8/27/2013,8/27/2014,15,5,NULL
1011047,5/26/2013,5/26/2014,6,6,3/30/2014
1011055,3/24/2014,3/24/2015,17,7,NULL
1011217,8/1/2013,8/1/2014,5,1,4/13/2014
1011270,7/13/2013,7/13/2014,12,5,NULL
